最速下降法:
第1次迭代：f(x_i)=7.711096853704860e-01, x_1=1.612607637710941e-01,x_2=0.000000000000000e+00
第4902次迭代：f(x_i)=3.534951080599922e-06, x_1=9.981200061600121e-01,x_2=9.962411503617288e-01
第4903次迭代：f(x_i)=3.528723334657748e-06, x_1=9.981243230480531e-01,x_2=9.962418884114623e-01
第4904次迭代：f(x_i)=3.522506253818007e-06, x_1=9.981233183018217e-01,x_2=9.962477667653996e-01
第4905次迭代：f(x_i)=3.516300241842622e-06, x_1=9.981276277891369e-01,x_2=9.962485034098644e-01
第4906次迭代：f(x_i)=3.510105426324205e-06, x_1=9.981266245432713e-01,x_2=9.962543715225431e-01
第4907次迭代：f(x_i)=3.503920985816697e-06, x_1=9.981309267157809e-01,x_2=9.962551067278155e-01
第4908次迭代：f(x_i)=3.497748441338137e-06, x_1=9.981299252441379e-01,x_2=9.962609626126793e-01
第4909次迭代：f(x_i)=3.491587393376155e-06, x_1=9.981342185028976e-01,x_2=9.962616971882909e-01
第4910次迭代：f(x_i)=3.485435142762909e-06, x_1=9.981332197165680e-01,x_2=9.962675441417839e-01
第4911次迭代：f(x_i)=3.479295338660851e-06, x_1=9.981375058335408e-01,x_2=9.962682772097147e-01
第4912次迭代：f(x_i)=3.473165375626338e-06, x_1=9.981365083207770e-01,x_2=9.962741140857596e-01
第4913次迭代：f(x_i)=3.467046656810303e-06, x_1=9.981407873803042e-01,x_2=9.962748456128280e-01
第4914次迭代：f(x_i)=3.460938985170041e-06, x_1=9.981397910674227e-01,x_2=9.962806724650098e-01
第4915次迭代：f(x_i)=3.454841194295210e-06, x_1=9.981440631533485e-01,x_2=9.962814024182672e-01
第4916次迭代：f(x_i)=3.448755816146489e-06, x_1=9.981430683138762e-01,x_2=9.962872172732173e-01
第4917次迭代：f(x_i)=3.442680752005561e-06, x_1=9.981473318368194e-01,x_2=9.962879464573330e-01
第4918次迭代：f(x_i)=3.436615715788062e-06, x_1=9.981463393769172e-01,x_2=9.962937525875447e-01
第4919次迭代：f(x_i)=3.430561262488109e-06, x_1=9.981505960950418e-01,x_2=9.962944801313535e-01
第4920次迭代：f(x_i)=3.424518530410477e-06, x_1=9.981496049596990e-01,x_2=9.963002743786289e-01
第4921次迭代：f(x_i)=3.418486475169602e-06, x_1=9.981538532886143e-01,x_2=9.963010010842643e-01
第4922次迭代：f(x_i)=3.412464107461446e-06, x_1=9.981528643815878e-01,x_2=9.963067867091618e-01
第4923次迭代：f(x_i)=3.406452351073995e-06, x_1=9.981571060723953e-01,x_2=9.963075117089681e-01
第4924次迭代：f(x_i)=3.400452294798023e-06, x_1=9.981561183431616e-01,x_2=9.963132855640395e-01
第4925次迭代：f(x_i)=3.394462613282380e-06, x_1=9.981603518163161e-01,x_2=9.963140096576875e-01
第4926次迭代：f(x_i)=3.388482941086351e-06, x_1=9.981593661661652e-01,x_2=9.963197749916342e-01
第4927次迭代：f(x_i)=3.382513251384493e-06, x_1=9.981635931659091e-01,x_2=9.963204973148752e-01
第4928次迭代：f(x_i)=3.376555894716786e-06, x_1=9.981626085488081e-01,x_2=9.963262509909507e-01
第4929次迭代：f(x_i)=3.370607962013680e-06, x_1=9.981668275002985e-01,x_2=9.963269723410645e-01
第4930次迭代：f(x_i)=3.364671005936678e-06, x_1=9.981658451573908e-01,x_2=9.963327155944598e-01
第4931次迭代：f(x_i)=3.358744669530822e-06, x_1=9.981700561461312e-01,x_2=9.963334359375347e-01
第4932次迭代：f(x_i)=3.352828124497431e-06, x_1=9.981690756608235e-01,x_2=9.963391708203195e-01
第4933次迭代：f(x_i)=3.346921325645561e-06, x_1=9.981732804206785e-01,x_2=9.963398892972628e-01
第4934次迭代：f(x_i)=3.341027100441440e-06, x_1=9.981723013060467e-01,x_2=9.963456094610413e-01
第4935次迭代：f(x_i)=3.335144649426542e-06, x_1=9.981764983192698e-01,x_2=9.963463286643770e-01
第4936次迭代：f(x_i)=3.329274283326108e-06, x_1=9.981755191465111e-01,x_2=9.963520348600794e-01
第4937次迭代：f(x_i)=3.323414435543655e-06, x_1=9.981797071426064e-01,x_2=9.963527536103012e-01
第4938次迭代：f(x_i)=3.317562980866889e-06, x_1=9.981787303679889e-01,x_2=9.963584541661836e-01
第4939次迭代：f(x_i)=3.311720656816383e-06, x_1=9.981829110303770e-01,x_2=9.963591698119512e-01
第4940次迭代：f(x_i)=3.305886593388940e-06, x_1=9.981819379312483e-01,x_2=9.963648640856100e-01
第4941次迭代：f(x_i)=3.300063213247115e-06, x_1=9.981861126859179e-01,x_2=9.963655777398169e-01
第4942次迭代：f(x_i)=3.294251472495386e-06, x_1=9.981851401229056e-01,x_2=9.963712607414683e-01
第4943次迭代：f(x_i)=3.288448762342320e-06, x_1=9.981893074121124e-01,x_2=9.963719731927065e-01
第4944次迭代：f(x_i)=3.282657470710377e-06, x_1=9.981883366136526e-01,x_2=9.963776461411058e-01
第4945次迭代：f(x_i)=3.276875278903233e-06, x_1=9.981924965191923e-01,x_2=9.963783573572101e-01
第4946次迭代：f(x_i)=3.271104441814958e-06, x_1=9.981915274138548e-01,x_2=9.963840203043289e-01
第4947次迭代：f(x_i)=3.265342617946213e-06, x_1=9.981956800170134e-01,x_2=9.963847302533738e-01
第4948次迭代：f(x_i)=3.259592240128131e-06, x_1=9.981947125338555e-01,x_2=9.963903832509109e-01
第4949次迭代：f(x_i)=3.253850635007421e-06, x_1=9.981988579154161e-01,x_2=9.963910919012069e-01
第4950次迭代：f(x_i)=3.248120720214686e-06, x_1=9.981978925287057e-01,x_2=9.963967318182038e-01
第4951次迭代：f(x_i)=3.242402162554389e-06, x_1=9.982020308181531e-01,x_2=9.963974409119647e-01
第4952次迭代：f(x_i)=3.236696051883197e-06, x_1=9.982010648313960e-01,x_2=9.964030673287535e-01
第4953次迭代：f(x_i)=3.230998853652397e-06, x_1=9.982051947724383e-01,x_2=9.964037757048112e-01
第4954次迭代：f(x_i)=3.225311733074122e-06, x_1=9.982042314899296e-01,x_2=9.964093916996941e-01
第4955次迭代：f(x_i)=3.219635738097247e-06, x_1=9.982083531666165e-01,x_2=9.964100993246695e-01
第4956次迭代：f(x_i)=3.213967618614462e-06, x_1=9.982073916367308e-01,x_2=9.964157100731704e-01
第4957次迭代：f(x_i)=3.208307912570249e-06, x_1=9.982115067023618e-01,x_2=9.964164143393371e-01
第4958次迭代：f(x_i)=3.202657318997587e-06, x_1=9.982105485188187e-01,x_2=9.964220172551018e-01
第4959次迭代：f(x_i)=3.197017095372412e-06, x_1=9.982146567629474e-01,x_2=9.964227200657350e-01
第4960次迭代：f(x_i)=3.191386983798515e-06, x_1=9.982136997823097e-01,x_2=9.964283133382756e-01
第4961次迭代：f(x_i)=3.185766100442148e-06, x_1=9.982178012827909e-01,x_2=9.964290146630591e-01
第4962次迭代：f(x_i)=3.180156470449715e-06, x_1=9.982168459764330e-01,x_2=9.964345951933550e-01
第4963次迭代：f(x_i)=3.174557701180692e-06, x_1=9.982209408593340e-01,x_2=9.964352967571742e-01
第4964次迭代：f(x_i)=3.168971817116250e-06, x_1=9.982199851017167e-01,x_2=9.964408609844017e-01
第4965次迭代：f(x_i)=3.163396415087141e-06, x_1=9.982240695216842e-01,x_2=9.964415629409440e-01
第4966次迭代：f(x_i)=3.157826657491340e-06, x_1=9.982231172334104e-01,x_2=9.964471239800596e-01
第4967次迭代：f(x_i)=3.152266889726346e-06, x_1=9.982271954315776e-01,x_2=9.964478224418558e-01
第4968次迭代：f(x_i)=3.146714718798113e-06, x_1=9.982262457987646e-01,x_2=9.964533778183143e-01
第4969次迭代：f(x_i)=3.141171939593810e-06, x_1=9.982303191628036e-01,x_2=9.964540738728691e-01
第4970次迭代：f(x_i)=3.135642038457903e-06, x_1=9.982293696632013e-01,x_2=9.964596155893026e-01
第4971次迭代：f(x_i)=3.130120774179499e-06, x_1=9.982334340868375e-01,x_2=9.964603113006656e-01
第4972次迭代：f(x_i)=3.124608479267409e-06, x_1=9.982324874336503e-01,x_2=9.964658455104883e-01
第4973次迭代：f(x_i)=3.119105709942885e-06, x_1=9.982365455779318e-01,x_2=9.964665395551870e-01
第4974次迭代：f(x_i)=3.113613900439329e-06, x_1=9.982356001898526e-01,x_2=9.964720613532041e-01
第4975次迭代：f(x_i)=3.108132345428577e-06, x_1=9.982396495571050e-01,x_2=9.964727549900323e-01
第4976次迭代：f(x_i)=3.102658162728821e-06, x_1=9.982387065460313e-01,x_2=9.964782712954110e-01
第4977次迭代：f(x_i)=3.097193069228162e-06, x_1=9.982427513727080e-01,x_2=9.964789624122847e-01
第4978次迭代：f(x_i)=3.091741128124071e-06, x_1=9.982418082355359e-01,x_2=9.964844652832230e-01
第4979次迭代：f(x_i)=3.086296961449192e-06, x_1=9.982458444428149e-01,x_2=9.964851559303632e-01
第4980次迭代：f(x_i)=3.080862662131496e-06, x_1=9.982449044053647e-01,x_2=9.964906483771679e-01
第4981次迭代：f(x_i)=3.075439269955393e-06, x_1=9.982489320759733e-01,x_2=9.964913385216602e-01
第4982次迭代：f(x_i)=3.070022623328446e-06, x_1=9.982479942101178e-01,x_2=9.964968256014770e-01
第4983次迭代：f(x_i)=3.064615305885643e-06, x_1=9.982520175567219e-01,x_2=9.964975131431181e-01
第4984次迭代：f(x_i)=3.059220877391587e-06, x_1=9.982510793735015e-01,x_2=9.965029869556224e-01
第4985次迭代：f(x_i)=3.053834054041588e-06, x_1=9.982550943380719e-01,x_2=9.965036739341612e-01
第4986次迭代：f(x_i)=3.048457289808592e-06, x_1=9.982541590473331e-01,x_2=9.965091374732387e-01
第4987次迭代：f(x_i)=3.043090812090089e-06, x_1=9.982581657109700e-01,x_2=9.965098238565295e-01
第4988次迭代：f(x_i)=3.037731722322771e-06, x_1=9.982572327154748e-01,x_2=9.965152802504542e-01
第4989次迭代：f(x_i)=3.032382661434858e-06, x_1=9.982612336984164e-01,x_2=9.965159647353635e-01
第4990次迭代：f(x_i)=3.027044041497964e-06, x_1=9.982603014417745e-01,x_2=9.965214091463395e-01
第4991次迭代：f(x_i)=3.021715045236691e-06, x_1=9.982642942788851e-01,x_2=9.965220929752215e-01
第4992次迭代：f(x_i)=3.016394111839690e-06, x_1=9.982633641839531e-01,x_2=9.965275303290848e-01
第4993次迭代：f(x_i)=3.011082272742090e-06, x_1=9.982673514858322e-01,x_2=9.965282122036085e-01
第4994次迭代：f(x_i)=3.005781799114733e-06, x_1=9.982664220024677e-01,x_2=9.965336376792270e-01
第4995次迭代：f(x_i)=3.000489748197926e-06, x_1=9.982704013116747e-01,x_2=9.965343188378573e-01
第4996次迭代：f(x_i)=2.995206970873891e-06, x_1=9.982694743812291e-01,x_2=9.965397342877406e-01
第4997次迭代：f(x_i)=2.989934565864504e-06, x_1=9.982734457762409e-01,x_2=9.965404146995706e-01
第4998次迭代：f(x_i)=2.984669491895426e-06, x_1=9.982725208085187e-01,x_2=9.965458232235989e-01
第4999次迭代：f(x_i)=2.979413858539946e-06, x_1=9.982764868848605e-01,x_2=9.965465015978096e-01
第5000次迭代：f(x_i)=2.974169231003187e-06, x_1=9.982755623388326e-01,x_2=9.965518983998428e-01
第5001次迭代：f(x_i)=2.968932973848109e-06, x_1=9.982795206512540e-01,x_2=9.965525759687415e-01
第5002次迭代：f(x_i)=2.963706056167757e-06, x_1=9.982785984590226e-01,x_2=9.965579628910101e-01
第5003次迭代：f(x_i)=2.958489036468686e-06, x_1=9.982825490844923e-01,x_2=9.965586396244001e-01
第5004次迭代：f(x_i)=2.953279834588775e-06, x_1=9.982816286598679e-01,x_2=9.965640197499633e-01
第5005次迭代：f(x_i)=2.948079209781208e-06, x_1=9.982855741794500e-01,x_2=9.965646943642318e-01
第5006次迭代：f(x_i)=2.942890435151064e-06, x_1=9.982846539905662e-01,x_2=9.965700629217604e-01
第5007次迭代：f(x_i)=2.937708784529155e-06, x_1=9.982885919706995e-01,x_2=9.965707366433073e-01
第5008次迭代：f(x_i)=2.932537727725413e-06, x_1=9.982876739405787e-01,x_2=9.965760954647466e-01
第5009次迭代：f(x_i)=2.927374915918426e-06, x_1=9.982916044567809e-01,x_2=9.965767682640576e-01
第5010次迭代：f(x_i)=2.922221581870846e-06, x_1=9.982906885196886e-01,x_2=9.965821173976047e-01
第5011次迭代：f(x_i)=2.917077474651878e-06, x_1=9.982946116469851e-01,x_2=9.965827892453973e-01
第5012次迭代：f(x_i)=2.911941867628537e-06, x_1=9.982936977376573e-01,x_2=9.965881287389864e-01
第5013次迭代：f(x_i)=2.906816331895325e-06, x_1=9.982976135505880e-01,x_2=9.965887996062062e-01
第5014次迭代：f(x_i)=2.901698454994292e-06, x_1=9.982967010896499e-01,x_2=9.965941325149690e-01
第5015次迭代：f(x_i)=2.896588700933518e-06, x_1=9.983006121450265e-01,x_2=9.965948011300876e-01
第5016次迭代：f(x_i)=2.891491213723552e-06, x_1=9.982997004487296e-01,x_2=9.966001178652574e-01
第5017次迭代：f(x_i)=2.886404062795622e-06, x_1=9.983036028433528e-01,x_2=9.966007878867141e-01
第5018次迭代：f(x_i)=2.881325632516786e-06, x_1=9.983026917272990e-01,x_2=9.966060957622133e-01
第5019次迭代：f(x_i)=2.876255309591020e-06, x_1=9.983065882852731e-01,x_2=9.966067640876960e-01
第5020次迭代：f(x_i)=2.871195927096807e-06, x_1=9.983056782043981e-01,x_2=9.966120601555746e-01
第5021次迭代：f(x_i)=2.866144940028857e-06, x_1=9.983095665193097e-01,x_2=9.966127279977567e-01
第5022次迭代：f(x_i)=2.861101971810806e-06, x_1=9.983086588608026e-01,x_2=9.966180170543719e-01
第5023次迭代：f(x_i)=2.856067566664358e-06, x_1=9.983125414792118e-01,x_2=9.966186831468075e-01
第5024次迭代：f(x_i)=2.851043638670197e-06, x_1=9.983116347330435e-01,x_2=9.966239604971011e-01
第5025次迭代：f(x_i)=2.846028306325875e-06, x_1=9.983155092565648e-01,x_2=9.966246260484094e-01
第5026次迭代：f(x_i)=2.841020801993080e-06, x_1=9.983146048056931e-01,x_2=9.966298964715247e-01
第5027次迭代：f(x_i)=2.836021809287477e-06, x_1=9.983184737711878e-01,x_2=9.966305602200927e-01
第5028次迭代：f(x_i)=2.831033335059061e-06, x_1=9.983175701115451e-01,x_2=9.966358190371774e-01
第5029次迭代：f(x_i)=2.826053156409939e-06, x_1=9.983214311284406e-01,x_2=9.966364821876772e-01
第5030次迭代：f(x_i)=2.821081113387886e-06, x_1=9.983205296386869e-01,x_2=9.966417341607622e-01
第5031次迭代：f(x_i)=2.816117035776599e-06, x_1=9.983243852344056e-01,x_2=9.966423954562841e-01
第5032次迭代：f(x_i)=2.811164010296286e-06, x_1=9.983234844164549e-01,x_2=9.966476359226452e-01
第5033次迭代：f(x_i)=2.806218492179945e-06, x_1=9.983273322080248e-01,x_2=9.966482965640208e-01
第5034次迭代：f(x_i)=2.801281903115452e-06, x_1=9.983264339437801e-01,x_2=9.966535273128009e-01
第5035次迭代：f(x_i)=2.796354813333533e-06, x_1=9.983302740053159e-01,x_2=9.966541872710225e-01
第5036次迭代：f(x_i)=2.791434665737581e-06, x_1=9.983293777240141e-01,x_2=9.966594112998485e-01
第5037次迭代：f(x_i)=2.786523322641737e-06, x_1=9.983332125681669e-01,x_2=9.966600693253668e-01
第5038次迭代：f(x_i)=2.781622175587059e-06, x_1=9.983323167804420e-01,x_2=9.966652819957047e-01
第5039次迭代：f(x_i)=2.776729012453652e-06, x_1=9.983361440362816e-01,x_2=9.966659392832709e-01
第5040次迭代：f(x_i)=2.771844309758067e-06, x_1=9.983352506149817e-01,x_2=9.966711423743908e-01
第5041次迭代：f(x_i)=2.766969198668613e-06, x_1=9.983390703551950e-01,x_2=9.966717988956687e-01
第5042次迭代：f(x_i)=2.762100943731893e-06, x_1=9.983381787335559e-01,x_2=9.966769953888822e-01
第5043次迭代：f(x_i)=2.757241233019511e-06, x_1=9.983419934565995e-01,x_2=9.966776499013950e-01
第5044次迭代：f(x_i)=2.752391956307635e-06, x_1=9.983411021540205e-01,x_2=9.966828351821843e-01
第5045次迭代：f(x_i)=2.747550055185204e-06, x_1=9.983449095005325e-01,x_2=9.966834888748395e-01
第5046次迭代：f(x_i)=2.742717225690755e-06, x_1=9.983440203809699e-01,x_2=9.966886647125970e-01
第5047次迭代：f(x_i)=2.737893009344551e-06, x_1=9.983478204222613e-01,x_2=9.966893175577045e-01
第5048次迭代：f(x_i)=2.733076630223768e-06, x_1=9.983469334238325e-01,x_2=9.966944839981443e-01
第5049次迭代：f(x_i)=2.728269974890622e-06, x_1=9.983507262307483e-01,x_2=9.966951359682330e-01
第5050次迭代：f(x_i)=2.723470047455376e-06, x_1=9.983498407919419e-01,x_2=9.967002959710707e-01
第5051次迭代：f(x_i)=2.718678340851564e-06, x_1=9.983536288441722e-01,x_2=9.967009458330139e-01
第5052次迭代：f(x_i)=2.713897358025698e-06, x_1=9.983527434959542e-01,x_2=9.967060948155787e-01
第5053次迭代：f(x_i)=2.709122977559066e-06, x_1=9.983565244495189e-01,x_2=9.967067437505146e-01
第5054次迭代：f(x_i)=2.704358441591847e-06, x_1=9.983556410440120e-01,x_2=9.967118834691356e-01
第5055次迭代：f(x_i)=2.699601266426089e-06, x_1=9.983594149684480e-01,x_2=9.967125314502053e-01
第5056次迭代：f(x_i)=2.694853178269401e-06, x_1=9.983585334454644e-01,x_2=9.967176619496434e-01
第5057次迭代：f(x_i)=2.690113088561407e-06, x_1=9.983623004098643e-01,x_2=9.967183089501964e-01
第5058次迭代：f(x_i)=2.685381448613700e-06, x_1=9.983614207096405e-01,x_2=9.967234302749740e-01
第5059次迭代：f(x_i)=2.680658325497577e-06, x_1=9.983651807826586e-01,x_2=9.967240762685653e-01
第5060次迭代：f(x_i)=2.675943133617701e-06, x_1=9.983643028458495e-01,x_2=9.967291884629692e-01
第5061次迭代：f(x_i)=2.671236859191641e-06, x_1=9.983680560957071e-01,x_2=9.967298334233561e-01
第5062次迭代：f(x_i)=2.666538114709917e-06, x_1=9.983671798633813e-01,x_2=9.967349365314402e-01
第5063次迭代：f(x_i)=2.661848572021612e-06, x_1=9.983709263578719e-01,x_2=9.967355804325803e-01
第5064次迭代：f(x_i)=2.657166273753213e-06, x_1=9.983700517715058e-01,x_2=9.967406744981679e-01
第5065次迭代：f(x_i)=2.652493346786862e-06, x_1=9.983737915780010e-01,x_2=9.967413173142161e-01
第5066次迭代：f(x_i)=2.647827493043804e-06, x_1=9.983729185794732e-01,x_2=9.967464023809038e-01
第5067次迭代：f(x_i)=2.643171066704228e-06, x_1=9.983766517649278e-01,x_2=9.967470440862094e-01
第5068次迭代：f(x_i)=2.638521655307067e-06, x_1=9.983757802965145e-01,x_2=9.967521201973685e-01
第5069次迭代：f(x_i)=2.633881615408403e-06, x_1=9.983795069274719e-01,x_2=9.967527607664731e-01
第5070次迭代：f(x_i)=2.629248643698165e-06, x_1=9.983786369318411e-01,x_2=9.967578279652530e-01
第5071次迭代：f(x_i)=2.624624876949516e-06, x_1=9.983823570744383e-01,x_2=9.967584673728875e-01
第5072次迭代：f(x_i)=2.620008341799858e-06, x_1=9.983814884946448e-01,x_2=9.967635257022183e-01
第5073次迭代：f(x_i)=2.615400735791324e-06, x_1=9.983852022146181e-01,x_2=9.967641639233004e-01
第5074次迭代：f(x_i)=2.610800633618979e-06, x_1=9.983843349940985e-01,x_2=9.967692134258950e-01
第5075次迭代：f(x_i)=2.606209076811170e-06, x_1=9.983880423567880e-01,x_2=9.967698504355267e-01
第5076次迭代：f(x_i)=2.601625403587477e-06, x_1=9.983871764393554e-01,x_2=9.967748911538842e-01
第5077次迭代：f(x_i)=2.597049785296025e-06, x_1=9.983908775097106e-01,x_2=9.967755269273493e-01
第5078次迭代：f(x_i)=2.592482536558391e-06, x_1=9.983900128395498e-01,x_2=9.967805589037568e-01
第5079次迭代：f(x_i)=2.587922746943279e-06, x_1=9.983937076821342e-01,x_2=9.967811934165186e-01
第5080次迭代：f(x_i)=2.583371917805333e-06, x_1=9.983928442037967e-01,x_2=9.967862166930542e-01
第5081次迭代：f(x_i)=2.578827847857902e-06, x_1=9.983965328827931e-01,x_2=9.967868499207525e-01
第5082次迭代：f(x_i)=2.574293432773733e-06, x_1=9.983956713296698e-01,x_2=9.967918599541968e-01
第5083次迭代：f(x_i)=2.569768781058031e-06, x_1=9.983993539654671e-01,x_2=9.967924944341833e-01
第5084次迭代：f(x_i)=2.565254985935684e-06, x_1=9.983984905440085e-01,x_2=9.967974905658271e-01
第5085次迭代：f(x_i)=2.560747727199472e-06, x_1=9.984021652307088e-01,x_2=9.967981246691510e-01
第5086次迭代：f(x_i)=2.556248390478947e-06, x_1=9.984013042693184e-01,x_2=9.968031141199121e-01
第5087次迭代：f(x_i)=2.551756072932976e-06, x_1=9.984049734184524e-01,x_2=9.968037466473636e-01
第5088次迭代：f(x_i)=2.547273530631806e-06, x_1=9.984041134911509e-01,x_2=9.968087249790398e-01
第5089次迭代：f(x_i)=2.542798375944266e-06, x_1=9.984077748260658e-01,x_2=9.968093570777348e-01
第5090次迭代：f(x_i)=2.538330295695112e-06, x_1=9.984069172440024e-01,x_2=9.968143288052175e-01
第5091次迭代：f(x_i)=2.533869871110040e-06, x_1=9.984105731667786e-01,x_2=9.968149592806548e-01
第5092次迭代：f(x_i)=2.529418572698697e-06, x_1=9.984097165094939e-01,x_2=9.968199199810910e-01
第5093次迭代：f(x_i)=2.524975084615239e-06, x_1=9.984133647511985e-01,x_2=9.968205499764892e-01
第5094次迭代：f(x_i)=2.520538250315491e-06, x_1=9.984125103258497e-01,x_2=9.968255041485876e-01
第5095次迭代：f(x_i)=2.516109284467768e-06, x_1=9.984161532793479e-01,x_2=9.968261324740367e-01
第5096次迭代：f(x_i)=2.511689217314722e-06, x_1=9.984152996710136e-01,x_2=9.968310757102207e-01
第5097次迭代：f(x_i)=2.507276965270176e-06, x_1=9.984189350748980e-01,x_2=9.968317035051394e-01
第5098次迭代：f(x_i)=2.502871362776605e-06, x_1=9.984180835866865e-01,x_2=9.968366402880274e-01
第5099次迭代：f(x_i)=2.498473428229929e-06, x_1=9.984217138248398e-01,x_2=9.968372663669807e-01
第5100次迭代：f(x_i)=2.494084576176928e-06, x_1=9.984208630473845e-01,x_2=9.968421923042000e-01
第5101次迭代：f(x_i)=2.489703136290135e-06, x_1=9.984244858657337e-01,x_2=9.968428178029023e-01
第5102次迭代：f(x_i)=2.485328748010116e-06, x_1=9.984236370980382e-01,x_2=9.968477373610736e-01
第5103次迭代：f(x_i)=2.480961423919166e-06, x_1=9.984272548717124e-01,x_2=9.968483610984505e-01
第5104次迭代：f(x_i)=2.476603767448408e-06, x_1=9.984264067099823e-01,x_2=9.968532699003329e-01
第5105次迭代：f(x_i)=2.472252722330293e-06, x_1=9.984300171920534e-01,x_2=9.968538930084895e-01
第5106次迭代：f(x_i)=2.467909526830182e-06, x_1=9.984291714102274e-01,x_2=9.968587927293390e-01
第5107次迭代：f(x_i)=2.463574649377340e-06, x_1=9.984327746666080e-01,x_2=9.968594151828623e-01
第5108次迭代：f(x_i)=2.459245915678104e-06, x_1=9.984319307298977e-01,x_2=9.968643086354555e-01
第5109次迭代：f(x_i)=2.454924854262530e-06, x_1=9.984355291219794e-01,x_2=9.968649292601151e-01
第5110次迭代：f(x_i)=2.450612826431448e-06, x_1=9.984346856347081e-01,x_2=9.968698120899093e-01
第5111次迭代：f(x_i)=2.446307722116216e-06, x_1=9.984382769269076e-01,x_2=9.968704320120831e-01
第5112次迭代：f(x_i)=2.442010151389366e-06, x_1=9.984374356544422e-01,x_2=9.968753058851252e-01
第5113次迭代：f(x_i)=2.437720895554423e-06, x_1=9.984410199114183e-01,x_2=9.968759250799875e-01
第5114次迭代：f(x_i)=2.433437781540983e-06, x_1=9.984401803226298e-01,x_2=9.968807927938086e-01
第5115次迭代：f(x_i)=2.429162048642411e-06, x_1=9.984437598925469e-01,x_2=9.968814100937182e-01
第5116次迭代：f(x_i)=2.424895610342120e-06, x_1=9.984429205999148e-01,x_2=9.968862673163130e-01
第5117次迭代：f(x_i)=2.420635520265572e-06, x_1=9.984464932581112e-01,x_2=9.968868838421324e-01
第5118次迭代：f(x_i)=2.416383531163348e-06, x_1=9.984456560185795e-01,x_2=9.968917322303353e-01
第5119次迭代：f(x_i)=2.412138977865983e-06, x_1=9.984492218285045e-01,x_2=9.968923479578041e-01
第5120次迭代：f(x_i)=2.407901437350184e-06, x_1=9.984483865874156e-01,x_2=9.968971875527292e-01
第5121次迭代：f(x_i)=2.403672315662684e-06, x_1=9.984519456121078e-01,x_2=9.968978024577793e-01
第5122次迭代：f(x_i)=2.399449221676833e-06, x_1=9.984511118431745e-01,x_2=9.969026360367603e-01
第5123次迭代：f(x_i)=2.395233240419735e-06, x_1=9.984546664132593e-01,x_2=9.969032489604875e-01
第5124次迭代：f(x_i)=2.391026779211489e-06, x_1=9.984538327397159e-01,x_2=9.969080722214092e-01
第5125次迭代：f(x_i)=2.386826030205067e-06, x_1=9.984573806450930e-01,x_2=9.969086842773233e-01
第5126次迭代：f(x_i)=2.382634004601184e-06, x_1=9.984565488126647e-01,x_2=9.969134988648417e-01
第5127次迭代：f(x_i)=2.378448385112450e-06, x_1=9.984600901152201e-01,x_2=9.969141100294115e-01
第5128次迭代：f(x_i)=2.374270792738018e-06, x_1=9.984592600707398e-01,x_2=9.969189159837969e-01
第5129次迭代：f(x_i)=2.370100200861842e-06, x_1=9.984627948319675e-01,x_2=9.969195262336746e-01
第5130次迭代：f(x_i)=2.365937038897456e-06, x_1=9.984619665226422e-01,x_2=9.969243235949857e-01
第5131次迭代：f(x_i)=2.361781373544640e-06, x_1=9.984654948036489e-01,x_2=9.969249329070041e-01
第5132次迭代：f(x_i)=2.357632638736683e-06, x_1=9.984646681770545e-01,x_2=9.969297217150908e-01
第5133次迭代：f(x_i)=2.353491799623227e-06, x_1=9.984681900385641e-01,x_2=9.969303300662609e-01
第5134次迭代：f(x_i)=2.349357488294313e-06, x_1=9.984673650426409e-01,x_2=9.969351103607661e-01
第5135次迭代：f(x_i)=2.345231375928280e-06, x_1=9.984708805450001e-01,x_2=9.969357177282749e-01
第5136次迭代：f(x_i)=2.341111483872052e-06, x_1=9.984700566616218e-01,x_2=9.969404922516457e-01
第5137次迭代：f(x_i)=2.336997865476396e-06, x_1=9.984735681053507e-01,x_2=9.969410974915847e-01
第5138次迭代：f(x_i)=2.332894519872436e-06, x_1=9.984727447316787e-01,x_2=9.969458576266829e-01
第5139次迭代：f(x_i)=2.328798881907827e-06, x_1=9.984762463098789e-01,x_2=9.969464636524388e-01
第5140次迭代：f(x_i)=2.324706494096378e-06, x_1=9.984754265314114e-01,x_2=9.969512223091517e-01
第5141次迭代：f(x_i)=2.320621858765411e-06, x_1=9.984789255421687e-01,x_2=9.969518254757967e-01
第5142次迭代：f(x_i)=2.316547308152928e-06, x_1=9.984781050814459e-01,x_2=9.969565688668641e-01
第5143次迭代：f(x_i)=2.312480435159362e-06, x_1=9.984815943576358e-01,x_2=9.969571727684603e-01
第5144次迭代：f(x_i)=2.308416855806930e-06, x_1=9.984807773836571e-01,x_2=9.969619147343468e-01
第5145次迭代：f(x_i)=2.304360817323136e-06, x_1=9.984842641971976e-01,x_2=9.969625157390551e-01
第5146次迭代：f(x_i)=2.300315038854999e-06, x_1=9.984834464481551e-01,x_2=9.969672425406442e-01
第5147次迭代：f(x_i)=2.296276548257951e-06, x_1=9.984869236563511e-01,x_2=9.969678442302560e-01
第5148次迭代：f(x_i)=2.292241753802787e-06, x_1=9.984861092868913e-01,x_2=9.969725696592212e-01
第5149次迭代：f(x_i)=2.288213931655919e-06, x_1=9.984895805038132e-01,x_2=9.969731677887730e-01
